"cd-file-4"
"Iteration" "cd-report"
("Iteration" "cd-report")
1 0.02769136988361913
2 0.03439421388384988
3 0.03110605264693727
4 0.02826929473393015
5 0.02535027430379194
6 0.02265961547991362
7 0.02013149480114669
8 0.0178094017485972
9 0.01569541715877769
10 0.01377489448392049
11 0.01207799708950178
12 0.0106360027386987
13 0.009429162293708594
14 0.008439532957010972
15 0.007635005973470954
16 0.007004726406046578
17 0.006512255731475926
18 0.006134415470998618
19 0.005837319395144196
20 0.005605757888033225
21 0.005422892812171141
22 0.005279271189536786
23 0.005165724263734225
24 0.005076818614315146
25 0.005005994273347556
26 0.004951343419378288
27 0.004907658913849752
28 0.004871883176587061
29 0.004841434768363183
30 0.004814128481157396
31 0.004794443842452555
32 0.00478230703553661
33 0.004768348382937275
34 0.004755279241904786
35 0.004740718374731888
36 0.004726745054103281
37 0.004712191788077531
38 0.004697821547733243
39 0.004675254030995541
40 0.004651564568702487
41 0.004629142107425922
42 0.004607524536566613
43 0.00458628846856614
44 0.004566028400876182
45 0.004546615871979914
46 0.004528389027762113
47 0.004511133708376383
48 0.004495036165175024
49 0.004479903920431618
50 0.004465821010631242
51 0.004452594712430025
52 0.004440347069672742
53 0.004428851168839478
54 0.004418270098312567
55 0.00440837866409581
56 0.004399303905316999
57 0.004390809113157355
58 0.004383054629581135
59 0.004375741378429775
60 0.004369066880409035
61 0.004362709837618963
62 0.004356915889322946
63 0.004351371809480235
64 0.004346296678742038
65 0.004341404503279571
66 0.0043368975447538
67 0.004332535563346553
68 0.00432850230143179
69 0.004324589122227985
70 0.004320977077842863
71 0.004317467725463049
72 0.004314244995363654
73 0.00431110080123696
74 0.004308225734946929
75 0.004305410725759506
76 0.004302842180632936
77 0.004300306851667253
78 0.004298016422963191
79 0.004295725708369189
80 0.00429368727836376
81 0.004291630475090234
82 0.004289812540721323
83 0.004287972748937229
84 0.00428636648974435
85 0.004284723647276313
86 0.004283294530074219
87 0.004281816185136292
88 0.004280538491287518
89 0.004279204171993128
