DIPAS_AIRFOIL (DIPAS AI Generated, Chord=200.0mm)
    1.000000     0.001500
    0.999902     0.001540
    0.999610     0.001661
    0.999122     0.001863
    0.998439     0.002144
    0.997562     0.002504
    0.996491     0.002943
    0.995225     0.003459
    0.993767     0.004051
    0.992115     0.004718
    0.990272     0.005458
    0.988237     0.006269
    0.986011     0.007150
    0.983596     0.008099
    0.980992     0.009113
    0.978200     0.010191
    0.975222     0.011331
    0.972058     0.012530
    0.968710     0.013785
    0.965179     0.015096
    0.961466     0.016459
    0.957573     0.017871
    0.953501     0.019332
    0.949253     0.020838
    0.944829     0.022387
    0.940231     0.023977
    0.935461     0.025605
    0.930522     0.027271
    0.925414     0.028971
    0.920141     0.030704
    0.914703     0.032467
    0.909103     0.034260
    0.903344     0.036080
    0.897427     0.037925
    0.891355     0.039795
    0.885131     0.041687
    0.878756     0.043601
    0.872233     0.045534
    0.865565     0.047486
    0.858754     0.049456
    0.851803     0.051441
    0.844714     0.053442
    0.837492     0.055457
    0.830137     0.057484
    0.822653     0.059523
    0.815044     0.061573
    0.807311     0.063633
    0.799459     0.065701
    0.791490     0.067777
    0.783407     0.069859
    0.775213     0.071946
    0.766912     0.074036
    0.758506     0.076129
    0.750000     0.078223
    0.741396     0.080317
    0.732698     0.082408
    0.723909     0.084496
    0.715033     0.086578
    0.706072     0.088653
    0.697031     0.090719
    0.687914     0.092774
    0.678723     0.094815
    0.669462     0.096841
    0.660135     0.098849
    0.650745     0.100836
    0.641297     0.102802
    0.631794     0.104742
    0.622239     0.106654
    0.612636     0.108536
    0.602989     0.110386
    0.593302     0.112199
    0.583579     0.113975
    0.573823     0.115709
    0.564039     0.117400
    0.554229     0.119044
    0.544398     0.120639
    0.534550     0.122183
    0.524688     0.123672
    0.514817     0.125103
    0.504940     0.126476
    0.495060     0.127786
    0.485183     0.129032
    0.475312     0.130212
    0.465450     0.131322
    0.455602     0.132362
    0.445771     0.133329
    0.435961     0.134221
    0.426177     0.135036
    0.416421     0.135774
    0.406698     0.136431
    0.397011     0.137008
    0.387364     0.137502
    0.377761     0.137913
    0.368206     0.138240
    0.358703     0.138482
    0.349255     0.138637
    0.339865     0.138706
    0.330538     0.138688
    0.321277     0.138583
    0.312086     0.138390
    0.302969     0.138109
    0.293928     0.137741
    0.284967     0.137285
    0.276091     0.136742
    0.267302     0.136112
    0.258604     0.135395
    0.250000     0.134591
    0.241494     0.133703
    0.233088     0.132729
    0.224787     0.131671
    0.216593     0.130530
    0.208510     0.129306
    0.200541     0.128000
    0.192689     0.126614
    0.184956     0.125147
    0.177347     0.123603
    0.169863     0.121981
    0.162508     0.120282
    0.155286     0.118508
    0.148197     0.116661
    0.141246     0.114740
    0.134435     0.112749
    0.127767     0.110687
    0.121244     0.108557
    0.114869     0.106360
    0.108645     0.104097
    0.102573     0.101769
    0.096656     0.099379
    0.090897     0.096927
    0.085297     0.094415
    0.079859     0.091846
    0.074586     0.089219
    0.069478     0.086538
    0.064539     0.083803
    0.059769     0.081016
    0.055171     0.078180
    0.050747     0.075295
    0.046499     0.072364
    0.042427     0.069388
    0.038534     0.066369
    0.034821     0.063309
    0.031290     0.060210
    0.027942     0.057073
    0.024778     0.053902
    0.021800     0.050696
    0.019008     0.047460
    0.016404     0.044194
    0.013989     0.040900
    0.011763     0.037581
    0.009728     0.034239
    0.007885     0.030876
    0.006233     0.027493
    0.004775     0.024093
    0.003509     0.020679
    0.002438     0.017252
    0.001561     0.013814
    0.000878     0.010368
    0.000390     0.006915
    0.000098     0.003458
    0.000000     0.000000
    0.000098    -0.000714
    0.000390    -0.001424
    0.000878    -0.002126
    0.001561    -0.002815
    0.002438    -0.003487
    0.003509    -0.004137
    0.004775    -0.004763
    0.006233    -0.005359
    0.007885    -0.005922
    0.009728    -0.006449
    0.011763    -0.006936
    0.013989    -0.007379
    0.016404    -0.007777
    0.019008    -0.008125
    0.021800    -0.008422
    0.024778    -0.008665
    0.027942    -0.008852
    0.031290    -0.008981
    0.034821    -0.009051
    0.038534    -0.009061
    0.042427    -0.009010
    0.046499    -0.008897
    0.050747    -0.008721
    0.055171    -0.008483
    0.059769    -0.008183
    0.064539    -0.007822
    0.069478    -0.007399
    0.074586    -0.006917
    0.079859    -0.006376
    0.085297    -0.005778
    0.090897    -0.005125
    0.096656    -0.004418
    0.102573    -0.003661
    0.108645    -0.002854
    0.114869    -0.002001
    0.121244    -0.001105
    0.127767    -0.000168
    0.134435     0.000807
    0.141246     0.001817
    0.148197     0.002859
    0.155286     0.003929
    0.162508     0.005024
    0.169863     0.006141
    0.177347     0.007277
    0.184956     0.008428
    0.192689     0.009590
    0.200541     0.010762
    0.208510     0.011939
    0.216593     0.013119
    0.224787     0.014298
    0.233088     0.015473
    0.241494     0.016642
    0.250000     0.017801
    0.258604     0.018949
    0.267302     0.020081
    0.276091     0.021197
    0.284967     0.022294
    0.293928     0.023368
    0.302969     0.024420
    0.312086     0.025446
    0.321277     0.026445
    0.330538     0.027416
    0.339865     0.028356
    0.349255     0.029265
    0.358703     0.030141
    0.368206     0.030984
    0.377761     0.031792
    0.387364     0.032565
    0.397011     0.033302
    0.406698     0.034002
    0.416421     0.034665
    0.426177     0.035291
    0.435961     0.035879
    0.445771     0.036428
    0.455602     0.036940
    0.465450     0.037413
    0.475312     0.037848
    0.485183     0.038244
    0.495060     0.038602
    0.504940     0.038921
    0.514817     0.039203
    0.524688     0.039446
    0.534550     0.039651
    0.544398     0.039819
    0.554229     0.039948
    0.564039     0.040041
    0.573823     0.040096
    0.583579     0.040114
    0.593302     0.040095
    0.602989     0.040039
    0.612636     0.039947
    0.622239     0.039818
    0.631794     0.039654
    0.641297     0.039454
    0.650745     0.039218
    0.660135     0.038948
    0.669462     0.038642
    0.678723     0.038302
    0.687914     0.037928
    0.697031     0.037521
    0.706072     0.037080
    0.715033     0.036606
    0.723909     0.036101
    0.732698     0.035564
    0.741396     0.034996
    0.750000     0.034398
    0.758506     0.033771
    0.766912     0.033116
    0.775213     0.032433
    0.783407     0.031724
    0.791490     0.030990
    0.799459     0.030231
    0.807311     0.029450
    0.815044     0.028648
    0.822653     0.027825
    0.830137     0.026984
    0.837492     0.026125
    0.844714     0.025252
    0.851803     0.024364
    0.858754     0.023464
    0.865565     0.022554
    0.872233     0.021636
    0.878756     0.020710
    0.885131     0.019780
    0.891355     0.018848
    0.897427     0.017914
    0.903344     0.016982
    0.909103     0.016053
    0.914703     0.015129
    0.920141     0.014212
    0.925414     0.013304
    0.930522     0.012408
    0.935461     0.011525
    0.940231     0.010657
    0.944829     0.009806
    0.949253     0.008974
    0.953501     0.008162
    0.957573     0.007373
    0.961466     0.006609
    0.965179     0.005870
    0.968710     0.005160
    0.972058     0.004478
    0.975222     0.003827
    0.978200     0.003208
    0.980992     0.002623
    0.983596     0.002072
    0.986011     0.001557
    0.988237     0.001079
    0.990272     0.000640
    0.992115     0.000239
    0.993767    -0.000122
    0.995225    -0.000442
    0.996491    -0.000721
    0.997562    -0.000958
    0.998439    -0.001153
    0.999122    -0.001304
    0.999610    -0.001413
    0.999902    -0.001478
    1.000000    -0.001500
