"cd-file-0"
"Iteration" "cd-report"
("Iteration" "cd-report")
1 0.02706399581424687
2 0.03375716497731229
3 0.03013841013996341
4 0.02820777371315685
5 0.02629033506935543
6 0.02497088683833677
7 0.02390357434954102
8 0.02320018197456311
9 0.02261538559845525
10 0.02221084891397845
11 0.02183839362529858
12 0.02153450917825159
13 0.02124972023391063
14 0.02101481051976659
15 0.02079895362249663
16 0.02062136340692739
17 0.0204626958525952
18 0.02033083414062707
19 0.02021379134623702
20 0.02011297741876162
21 0.02002563246245935
22 0.01994690540797971
23 0.01987550200382696
24 0.01981031878041781
25 0.01975359922942908
26 0.01970197407893091
27 0.01965659257422639
28 0.01961525997267702
29 0.01957864565517178
30 0.01954502162090165
31 0.01951527781261569
32 0.01948737910100459
33 0.01946231952209566
34 0.01943988563504682
35 0.01941900267337459
36 0.0193998548395806
37 0.01938035135629489
38 0.01935907093208234
39 0.01933923333431746
40 0.01932076341997636
41 0.0193038127600409
42 0.01929077070279799
43 0.01927809658814957
44 0.01926373387547542
45 0.01925069073199787
46 0.0192386859677468
47 0.01922725716554676
48 0.01921665874093271
49 0.01920644678297044
50 0.01919672190432843
51 0.01918731771591487
52 0.01917843093716384
53 0.01916996023886861
54 0.0191619371636121
55 0.01915434492817076
56 0.01914700075396154
57 0.01913988368174567
58 0.01913298369947311
59 0.01912639433220543
60 0.01912015543534967
61 0.01911422299991476
62 0.01910870658048286
63 0.01910333894871431
64 0.01909818321126671
65 0.01909317098651912
66 0.01908846241574301
67 0.01908403215407988
68 0.01907986529424669
69 0.01907604738892374
70 0.01907231225961265
71 0.01906872269420954
72 0.019065224298665
73 0.01906196341075261
74 0.01905891571960218
75 0.0190560550638783
76 0.01905345870459355
77 0.01905086348572119
78 0.01904834119976941
79 0.01904585647473717
80 0.01904357030320045
81 0.0190414174479708
82 0.01903946179175526
83 0.01903764728951747
84 0.01903585605003017
85 0.01903404069804253
86 0.01903228837782994
87 0.01903063611385475
88 0.0190291803453945
89 0.01902777903895643
90 0.01902659400481802
91 0.01902527311958552
92 0.01902399774189483
93 0.01902266519028366
94 0.01902154426563632
95 0.01902053555238219
96 0.01901960379714324
97 0.019018797824886
