Airfoil: W1015-30 fp15
Builder: S. Cassidy
Comment: Clean, Cf/C = 30%, Flap = 15°

Number of Reynolds #'s:
3

Average Reynolds #:
100045.8
Number of angles of attack:
53
 alpha  /   Cl   /  Cm
-10.42   -0.34  -0.1158
 -9.36   -0.28  -0.1147
 -8.35   -0.21  -0.1115
 -7.29   -0.13  -0.1085
 -6.13   -0.04  -0.1064
 -5.17    0.04  -0.1038
 -4.07    0.13  -0.1014
 -3.06    0.21  -0.0970
 -2.05    0.29  -0.0956
 -1.15    0.33  -0.0940
  0.00    0.54  -0.1139
  0.90    0.73  -0.1266
  1.92    0.86  -0.1203
  3.14    0.89  -0.1089
  4.12    0.94  -0.1043
  5.15    1.00  -0.0974
  6.01    1.05  -0.0931
  7.20    1.12  -0.0867
  8.12    1.17  -0.0828
  9.21    1.22  -0.0769
 10.22    1.28  -0.0756
 11.12    1.32  -0.0727
 11.93    0.92  -0.1875
 13.00    0.96  -0.1912
 14.02    0.96  -0.1897
 14.89    0.99  -0.1955
 15.98    1.02  -0.2016
 15.73    0.99  -0.1870
 14.83    1.01  -0.1835
 13.83    0.99  -0.1800
 12.76    0.93  -0.1698
 11.60    0.90  -0.1619
 10.82    0.90  -0.1562
  9.71    0.90  -0.1484
  8.80    0.94  -0.1381
  7.74    1.19  -0.0806
  6.71    1.14  -0.0854
  5.73    1.09  -0.0898
  4.87    1.03  -0.0945
  3.66    0.97  -0.0998
  2.71    0.92  -0.1070
  1.63    0.89  -0.1168
  0.62    0.70  -0.1111
 -0.45    0.47  -0.0967
 -1.43    0.36  -0.0876
 -2.28    0.31  -0.0891
 -3.38    0.23  -0.0905
 -4.45    0.15  -0.0947
 -5.55    0.06  -0.0989
 -6.32   -0.01  -0.1022
 -7.61   -0.11  -0.1055
 -8.55   -0.18  -0.1089
 -9.51   -0.25  -0.1119
Tabulated from data in file 07209sn.dat & reduced using program C10.20

Average Reynolds #:
199954.6
Number of angles of attack:
55
 alpha  /   Cl   /  Cm
-10.42   -0.25  -0.1361
 -9.32   -0.19  -0.1314
 -8.21   -0.13  -0.1257
 -7.34   -0.07  -0.1222
 -6.24    0.01  -0.1182
 -5.20    0.08  -0.1143
 -4.13    0.17  -0.1122
 -3.10    0.28  -0.1128
 -2.08    0.39  -0.1136
 -0.97    0.51  -0.1159
 -0.11    0.70  -0.1274
  0.96    0.87  -0.1274
  1.96    0.86  -0.1136
  3.06    0.90  -0.1039
  3.93    0.95  -0.0988
  5.16    1.03  -0.0932
  6.07    1.10  -0.0907
  7.17    1.19  -0.0877
  8.07    1.26  -0.0857
  9.24    1.34  -0.0824
 10.23    1.42  -0.0804
 11.12    1.47  -0.0777
 12.20    1.51  -0.0755
 13.14    1.52  -0.0803
 14.10    1.46  -0.0963
 15.11    1.40  -0.1067
 15.86    1.03  -0.1927
 16.85    1.07  -0.2043
 16.68    1.02  -0.1910
 15.60    1.04  -0.1872
 14.64    1.02  -0.1818
 13.81    1.02  -0.1815
 12.66    0.98  -0.1748
 11.74    0.97  -0.1695
 11.06    1.46  -0.0706
  9.84    1.39  -0.0746
  8.80    1.30  -0.0767
  7.88    1.24  -0.0789
  6.75    1.16  -0.0820
  5.73    1.08  -0.0848
  4.69    1.01  -0.0889
  3.75    0.94  -0.0929
  2.78    0.89  -0.0990
  1.83    0.87  -0.1095
  0.80    0.87  -0.1228
 -0.41    0.64  -0.1180
 -1.44    0.46  -0.1082
 -2.42    0.35  -0.1067
 -3.40    0.25  -0.1069
 -4.56    0.15  -0.1090
 -5.52    0.07  -0.1106
 -6.34    0.01  -0.1151
 -7.57   -0.08  -0.1190
 -8.49   -0.14  -0.1230
 -9.58   -0.20  -0.1285
Tabulated from data in file 07207sn.dat & reduced using program C10.20

Average Reynolds #:
400027.7
Number of angles of attack:
51
 alpha  /   Cl   /  Cm
-10.38   -0.19  -0.1415
 -9.36   -0.13  -0.1404
 -8.27   -0.06  -0.1345
 -7.13    0.02  -0.1308
 -6.24    0.09  -0.1281
 -5.27    0.17  -0.1262
 -4.17    0.27  -0.1249
 -3.10    0.38  -0.1255
 -2.15    0.54  -0.1353
 -1.08    0.77  -0.1457
  0.00    0.82  -0.1321
  1.04    0.85  -0.1236
  1.91    0.89  -0.1162
  2.97    0.94  -0.1087
  4.09    1.01  -0.1026
  5.15    1.08  -0.0979
  6.16    1.16  -0.0935
  7.05    1.23  -0.0906
  8.07    1.31  -0.0855
  9.27    1.41  -0.0828
 10.20    1.49  -0.0797
 11.29    1.57  -0.0775
 12.31    1.61  -0.0746
 13.13    1.50  -0.0987
 14.14    1.44  -0.1081
 15.06    1.40  -0.1148
 14.90    1.40  -0.1128
 13.94    1.47  -0.1053
 12.95    1.53  -0.0892
 11.87    1.60  -0.0746
 10.95    1.55  -0.0765
  9.83    1.46  -0.0796
  8.85    1.38  -0.0822
  7.92    1.31  -0.0851
  6.78    1.21  -0.0894
  5.77    1.13  -0.0932
  4.74    1.06  -0.0979
  3.75    0.99  -0.1028
  2.67    0.92  -0.1081
  1.78    0.88  -0.1155
  0.73    0.84  -0.1243
 -0.35    0.81  -0.1337
 -1.32    0.73  -0.1430
 -2.39    0.50  -0.1308
 -3.43    0.34  -0.1222
 -4.49    0.24  -0.1233
 -5.34    0.16  -0.1246
 -6.54    0.07  -0.1276
 -7.54   -0.01  -0.1312
 -8.55   -0.07  -0.1359
 -9.63   -0.13  -0.1401
Tabulated from data in file 07205sn.dat & reduced using program C10.20

File w1015-30_fp15_lift.dat created using program clcm dist V1.1 on 30-Mar-2012 09:46:59
