Airfoil: AG455ct-02r fn0.4
Builder: M. Drela, et al.
Comment: Clean, Flap = -0.4°

Number of Reynolds #'s:
5

Average Reynolds #:
100019.1
Number of angles of attack:
61
 alpha  /   Cl   /  Cm
-10.31   -0.69   0.0783
 -9.23   -0.64   0.0644
 -8.24   -0.64   0.0536
 -7.20   -0.58   0.0278
 -6.23   -0.49  -0.0118
 -5.27   -0.34  -0.0435
 -4.19   -0.23  -0.0450
 -3.21   -0.14  -0.0443
 -2.13   -0.05  -0.0443
 -1.06    0.04  -0.0411
 -0.05    0.14  -0.0424
  0.94    0.26  -0.0520
  2.03    0.40  -0.0571
  3.44    0.50  -0.0536
  4.04    0.56  -0.0492
  5.01    0.64  -0.0448
  6.04    0.72  -0.0423
  7.06    0.80  -0.0397
  8.17    0.88  -0.0364
  9.09    0.94  -0.0340
 10.17    1.00  -0.0320
 11.10    1.02  -0.0955
 11.99    0.99  -0.1393
 12.98    0.95  -0.1530
 14.01    0.93  -0.1593
 14.94    0.92  -0.1607
 15.98    0.91  -0.1604
 16.91    0.96  -0.1713
 17.92    0.93  -0.1630
 18.98    0.91  -0.1654
 19.96    0.96  -0.1783
 19.60    0.96  -0.1700
 18.73    0.94  -0.1629
 17.66    0.91  -0.1487
 16.73    0.93  -0.1523
 15.69    0.93  -0.1490
 14.79    0.93  -0.1472
 13.81    0.95  -0.1455
 12.72    0.98  -0.1442
 11.72    0.97  -0.1165
 10.86    1.05  -0.0291
  9.85    1.02  -0.0272
  8.83    0.96  -0.0306
  7.80    0.88  -0.0326
  6.73    0.80  -0.0358
  5.71    0.71  -0.0386
  4.70    0.63  -0.0426
  3.23    0.55  -0.0477
  2.26    0.46  -0.0450
  1.62    0.39  -0.0465
  0.65    0.25  -0.0365
 -0.43    0.15  -0.0395
 -1.40    0.05  -0.0386
 -2.46   -0.03  -0.0425
 -3.49   -0.13  -0.0430
 -4.57   -0.22  -0.0426
 -5.54   -0.34  -0.0334
 -6.45   -0.49   0.0100
 -7.44   -0.58   0.0460
 -8.46   -0.62   0.0670
 -9.43   -0.64   0.0791
Tabulated from data in file 06723gw.dat & reduced using program C10.20

Average Reynolds #:
199810.4
Number of angles of attack:
47
 alpha  /   Cl   /  Cm
-10.15   -0.65   0.0852
 -9.13   -0.65   0.0766
 -8.16   -0.63   0.0596
 -7.22   -0.57   0.0302
 -6.21   -0.46  -0.0110
 -5.20   -0.32  -0.0442
 -4.10   -0.21  -0.0452
 -3.19   -0.12  -0.0448
 -2.15   -0.02  -0.0454
 -1.01    0.08  -0.0439
  0.05    0.15  -0.0452
  0.93    0.27  -0.0537
  2.06    0.38  -0.0538
  3.01    0.48  -0.0510
  4.07    0.69  -0.0479
  5.10    0.79  -0.0462
  6.06    0.87  -0.0449
  7.13    0.97  -0.0424
  8.15    1.04  -0.0395
  9.15    1.10  -0.0363
 10.16    1.12  -0.0659
 11.03    1.10  -0.1409
 12.04    1.06  -0.1603
 12.97    1.04  -0.1654
 12.68    1.02  -0.1590
 11.75    1.07  -0.1541
 10.78    1.10  -0.1239
  9.84    1.12  -0.0318
  8.82    1.09  -0.0351
  7.81    1.02  -0.0382
  6.77    0.94  -0.0404
  5.81    0.85  -0.0426
  4.81    0.76  -0.0438
  3.73    0.67  -0.0456
  2.60    0.46  -0.0500
  1.62    0.35  -0.0529
  0.66    0.24  -0.0493
 -0.68    0.13  -0.0438
 -1.38    0.06  -0.0442
 -2.42   -0.04  -0.0441
 -3.47   -0.15  -0.0446
 -4.44   -0.24  -0.0455
 -5.45   -0.35  -0.0357
 -6.49   -0.51   0.0109
 -7.49   -0.59   0.0429
 -8.53   -0.64   0.0678
 -9.46   -0.66   0.0835
Tabulated from data in file 06725gw.dat & reduced using program C10.20

Average Reynolds #:
300226.2
Number of angles of attack:
47
 alpha  /   Cl   /  Cm
-10.10   -0.65   0.0829
 -9.16   -0.65   0.0687
 -8.21   -0.62   0.0461
 -7.21   -0.54   0.0073
 -6.31   -0.41  -0.0324
 -5.13   -0.25  -0.0474
 -4.17   -0.16  -0.0461
 -3.16   -0.07  -0.0461
 -2.05    0.03  -0.0471
 -1.11    0.10  -0.0491
 -0.02    0.23  -0.0534
  1.00    0.34  -0.0514
  1.93    0.44  -0.0503
  3.02    0.55  -0.0489
  4.00    0.64  -0.0470
  5.05    0.75  -0.0460
  6.09    0.85  -0.0446
  7.04    0.94  -0.0429
  8.23    1.03  -0.0401
  9.21    1.09  -0.0367
 10.28    1.14  -0.0332
 11.12    1.15  -0.0885
 11.88    1.13  -0.1316
 13.04    1.10  -0.1556
 12.71    1.11  -0.1496
 11.76    1.13  -0.1148
 10.84    1.16  -0.0316
  9.82    1.13  -0.0341
  8.78    1.07  -0.0378
  7.72    0.99  -0.0405
  6.85    0.91  -0.0419
  5.71    0.80  -0.0439
  4.77    0.71  -0.0450
  3.83    0.62  -0.0459
  2.66    0.51  -0.0473
  1.69    0.41  -0.0488
  0.68    0.31  -0.0510
 -0.37    0.19  -0.0508
 -1.81    0.07  -0.0459
 -2.38    0.01  -0.0448
